"","year","plot","trmt","season","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","fs_r2_quantile","fs_evar_quantile","fs_simp_quantile","fs_skew_quantile","poilog_expmu","poilog_sig"
"318",2002,14,"control","summer",1,1,1,2,3,4,5,8,9,9,16,18,24,25,34,34,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.22,0.5,0.17,6.51213614591639,1.29918060203001
"319",2004,14,"control","summer",1,1,2,2,3,4,6,7,8,16,20,23,24,30,46,63,101,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.02,0.09,0.75,8.179174478338,1.6840443333373
"320",2005,14,"control","summer",12,13,14,15,24,31,36,54,84,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.63,0.04,1,31.6309571352621,0.925005057340534
"321",2006,14,"control","summer",1,1,1,3,4,5,7,10,15,16,18,21,29,30,32,36,44,52,70,86,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.03,0,0.99,12.6538990284899,1.56490882252178
"322",2007,14,"control","summer",1,4,10,18,25,35,37,60,92,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.08,0.02,0.97,22.1775866695086,1.50621320338453
"323",2000,17,"control","summer",1,4,10,44,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.02,0,0.92,6.14521595616927,2.31668684571754
"324",2001,17,"control","summer",1,3,7,8,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.06,0.01,1,3.06189448361867,2.04458132602586
"325",2002,17,"control","summer",1,4,4,6,8,8,10,12,14,16,18,35,61,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.23,0,0.99,11.2582268045391,1.28945359416544
"326",2004,17,"control","summer",1,1,1,2,2,3,3,6,8,12,13,14,18,18,56,78,139,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0,1,3.53241277904814,2.36536821476862
"327",2005,17,"control","summer",1,1,3,9,17,18,27,30,43,147,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.01,0,0.87,11.2002115048832,1.94686515930592
"328",2006,17,"control","summer",1,1,2,2,2,2,2,7,10,11,11,23,24,24,27,46,47,48,65,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.03,0,1,6.60614596716609,1.91540268086498
"329",2008,17,"control","summer",15,16,26,46,65,72,159,381,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.47,0.07,0.78,71.4401994682049,1.24384617024428
"330",2000,22,"control","summer",1,4,33,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0,0.14,0.47,4.83289649571884,2.12893213288948
"331",2001,22,"control","summer",1,1,1,1,1,1,2,2,2,3,4,7,8,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.31,0.39,0.29,0.949009263472306,1.37959272116731
"332",2002,22,"control","summer",1,1,3,3,10,10,12,15,17,21,25,31,42,49,52,123,156,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.05,0.1,0.65,15.9844168948537,1.54664434442342
"333",2004,22,"control","summer",1,1,1,2,2,4,9,14,17,24,30,36,37,38,43,85,128,128,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.01,0.02,0.88,10.5295381870819,1.98315985702555
"334",2005,22,"control","summer",1,2,4,5,7,14,18,48,54,68,89,112,189,190,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.02,0.15,0.49,22.2555830654963,1.83499137913391
"335",2006,22,"control","summer",1,1,1,1,1,1,4,9,14,16,22,24,32,47,53,60,61,80,126,155,1356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0,1,4.3553150930836,2.81602554246899
"336",2007,22,"control","summer",1,1,2,6,8,35,164,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0,0,0.98,0.580994553160193,3.68678723454771
"337",2008,22,"control","summer",2,4,4,5,5,6,18,20,32,48,82,569,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.02,0,0.85,13.8596008789321,2.09685256340027
"338",2000,3,"krat_removal","summer",1,4,6,8,34,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.06,0.02,0.88,6.52998184604979,1.71578317362918
"339",2001,3,"krat_removal","summer",1,2,2,2,3,3,4,4,4,4,23,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.41,0.01,0.92,2.43699179230645,1.35310472330259
"340",2000,6,"krat_removal","summer",2,4,5,15,18,58,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.22,0.13,0.71,11.5360851558263,1.39008389534907
"341",2001,6,"krat_removal","summer",2,2,4,4,5,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.23,0.12,0.58,4.73565437771409,1.34618831922591
"342",2002,6,"krat_removal","summer",1,1,2,2,2,2,3,6,6,6,8,11,28,35,38,53,59,68,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.05,0.24,0.22,5.57186644031724,1.76536043059913
"343",2006,6,"krat_removal","summer",1,2,2,2,2,2,4,4,6,6,10,11,14,19,21,23,26,30,30,43,70,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.15,0.04,0.95,7.83832486893646,1.44616453903548
"344",2007,6,"krat_removal","summer",2,9,16,20,23,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.31,0.09,0.96,15.6660974564204,1.17362137854457
"345",2000,13,"krat_removal","summer",1,2,2,12,20,27,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.06,0.1,0.67,4.73628191815199,1.77947001922235
"346",2001,13,"krat_removal","summer",1,1,1,2,2,2,2,3,5,8,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.16,0.01,1,0.469463817728273,1.98712365014662
"347",2005,13,"krat_removal","summer",1,2,2,2,4,6,14,25,30,37,40,75,92,144,170,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0,0.99,13.0678093435422,2.09057389615734
"348",2006,13,"krat_removal","summer",1,1,1,2,4,4,6,9,9,9,11,12,15,33,41,43,46,48,56,92,1182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.03,0,1,8.37814088169571,2.00185889572708
"349",2000,15,"krat_removal","summer",1,1,5,6,9,24,30,34,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.02,0.1,0.77,7.3709513306203,1.58975817952694
"350",2002,15,"krat_removal","summer",1,2,6,7,8,8,10,13,26,82,84,114,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.05,0.06,0.5,13.0495496757379,1.60243823072892
"351",2005,15,"krat_removal","summer",1,2,5,11,12,12,16,16,42,58,68,130,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.13,0.12,0.66,16.411411037257,1.48691057746715
"352",2006,15,"krat_removal","summer",1,2,3,6,8,10,10,13,15,18,22,30,33,37,43,55,77,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.13,0,1,15.326496186844,1.47256206704092
"353",2007,15,"krat_removal","summer",1,1,2,10,29,32,32,35,111,173,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.09,0.65,12.8906013649225,2.09927366798294
"354",2008,15,"krat_removal","summer",1,1,2,13,14,35,43,62,114,624,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0,0,0.81,10.646925073919,2.80894712535913
"355",2000,18,"krat_removal","summer",4,6,7,13,27,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.68,0.49,0.52,11.6390944695303,0.791344879882476
"356",2004,18,"krat_removal","summer",1,1,1,1,1,2,4,5,6,6,10,14,20,26,30,31,44,77,84,106,117,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.01,0.1,0.38,5.65852847854438,2.13828903752099
"357",2005,18,"krat_removal","summer",1,2,2,4,8,12,18,50,71,88,107,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0,0.24,0.24,11.0289512297251,1.88832462600985
"358",2006,18,"krat_removal","summer",1,1,1,2,3,3,3,4,4,5,5,9,10,11,12,27,29,30,32,57,63,65,854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,0,1,5.2433968206186,2.01917727576504
"359",2007,18,"krat_removal","summer",1,1,1,2,3,4,21,24,29,52,107,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0,0,1,1.17996441799451,3.15670436740055
"360",2008,18,"krat_removal","summer",1,5,6,7,19,20,21,22,53,86,739,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.01,0,0.89,19.9494825200749,2.11171945148079
"361",2000,19,"krat_removal","summer",2,4,6,21,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.25,0.04,0.91,7.68742360410927,1.39567696104598
"362",2001,19,"krat_removal","summer",1,1,3,4,6,10,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.11,0.01,0.99,3.23188276470498,1.49794979474952
"363",2002,19,"krat_removal","summer",2,2,2,2,2,3,5,5,13,14,15,19,20,23,50,50,50,51,53,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.11,0.52,0.1,10.2566066396414,1.37427595807904
"364",2009,19,"krat_removal","summer",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,1,1,NA,NA,NA
"365",2000,20,"krat_removal","summer",2,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.36,0.13,1,2.70148736066907,1.15273601744128
"366",2001,20,"krat_removal","summer",1,2,2,10,16,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.06,0.05,0.92,2.45007926674593,1.93136014305771
"367",2002,20,"krat_removal","summer",1,1,2,2,2,3,10,16,18,18,19,30,42,54,125,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.02,0.02,0.76,6.9842805984001,1.88621850933595
"368",2004,20,"krat_removal","summer",1,3,3,3,5,6,9,16,21,25,29,40,116,130,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.01,0,0.99,11.2196589185493,1.89690316402549
"369",2005,20,"krat_removal","summer",1,1,4,5,6,48,71,81,103,104,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0,0,1,9.75317130202185,2.64104987531488
"370",2006,20,"krat_removal","summer",1,1,2,2,2,2,5,9,12,16,20,30,61,64,71,77,108,160,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0,0,0.99,8.09112159527575,2.26453642124543
"371",2007,20,"krat_removal","summer",1,2,8,8,11,104,115,178,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.01,0.11,0.28,13.6143371376059,2.22650436615168
"372",2000,21,"krat_removal","summer",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.19,0.37,0.13,5.0814478923023,0.955470306370554
"373",2002,21,"krat_removal","summer",1,1,2,4,5,6,6,7,14,16,24,24,33,47,56,72,72,112,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.05,0.12,0.79,12.6326801300409,1.60975917907159
"374",2004,21,"krat_removal","summer",1,1,1,3,6,9,14,15,16,20,28,29,29,34,68,70,88,104,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.02,0.16,0.64,14.6478206252696,1.54558973238398
"375",2005,21,"krat_removal","summer",2,2,3,3,4,4,4,5,11,30,138,143,167,204,210,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.02,0.1,0.27,10.3870886974909,2.30444046748696
"376",2006,21,"krat_removal","summer",1,1,2,2,3,4,5,6,10,12,12,14,16,21,41,54,64,108,110,140,169,1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,10.0425054106099,2.20199797430017
"377",2007,21,"krat_removal","summer",1,1,2,2,12,22,34,81,329,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,0.97,1.57112961308298,3.55011648084405
"378",2000,5,"removal","summer",4,8,9,25,52,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.35,0.13,0.72,18.2608447365867,1.17140604021156
"379",2001,5,"removal","summer",2,2,3,3,3,3,4,6,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.67,0.14,0.99,3.55599832256868,0.912769012631658
"380",2002,5,"removal","summer",1,2,2,3,3,6,6,11,15,18,32,38,60,63,168,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.01,0.04,0.82,9.45778741888046,1.8152979183231
"381",2002,7,"removal","summer",1,1,1,1,2,2,2,9,9,12,18,18,38,40,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.01,0,0.99,1.20187900076076,2.51860703392731
"382",2004,7,"removal","summer",1,1,1,2,3,6,8,10,15,17,28,48,61,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.06,0.14,0.58,5.01147510388084,1.80069910439151
"383",2005,7,"removal","summer",1,1,3,7,7,8,50,52,55,56,107,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.01,0.19,0.52,11.4301814339532,1.89234900205735
"384",2006,7,"removal","summer",1,1,3,4,6,6,6,9,10,10,13,20,20,20,30,36,90,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.1,0,1,9.44660190864578,1.54049204424609
"385",2000,10,"removal","summer",11,14,20,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.61,0.31,0.91,21.6783161304732,0.706769930208129
"386",2001,10,"removal","summer",1,2,2,2,3,7,9,10,13,19,20,20,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.29,0.06,0.94,5.90506975746926,1.33613433676255
"387",2002,10,"removal","summer",1,2,2,3,3,3,9,23,24,29,41,57,113,131,1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0,1,7.6332950195977,2.37743152494887
"388",2004,10,"removal","summer",1,1,3,3,4,4,5,5,5,6,7,7,8,17,21,44,54,75,198,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.03,0,0.98,6.68813438579285,1.83330835739474
"389",2005,10,"removal","summer",2,2,3,17,25,26,35,47,56,59,320,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.04,0.01,0.88,23.0260624909217,1.7591067366287
"390",2006,10,"removal","summer",1,1,1,1,2,5,7,8,8,9,27,29,47,48,50,59,72,85,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.01,0,1,6.93694789770968,2.14926980874797
"391",2007,10,"removal","summer",1,1,2,10,19,70,99,157,267,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0,0.07,0.54,9.95582223203762,2.75964851726388
"392",2000,16,"removal","summer",5,5,21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.61,0.59,0.28,11.045701785077,0.716279701084146
"393",2002,16,"removal","summer",2,2,3,5,9,10,14,19,20,20,48,62,65,144,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.06,0.02,0.89,15.7889099260182,1.52015431120908
"394",2004,16,"removal","summer",2,2,3,3,4,4,6,10,12,16,17,17,19,20,54,66,84,100,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.22,0.1,0.57,12.1720309665063,1.37693887254349
"395",2005,16,"removal","summer",1,1,2,4,5,14,34,36,42,69,75,112,146,231,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0,0.07,0.54,16.7109140472511,2.06433169516234
"396",2006,16,"removal","summer",1,1,1,2,3,4,4,5,6,7,8,13,14,18,19,26,34,37,41,59,60,77,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0,0,1,8.12077504226303,1.81968985167374
